Cocktail Name,MidJourney Prompt
Gimlet,"Flat lay, vintage speakeasy style. High-quality photo of a Gimlet, served in a cocktail glass, featuring Acide, sucré notes. Made with Gin, Lime Juice, Sugar Syrup, Lime. Instructions: Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Zoksel,"Flat lay, vintage speakeasy style. High-quality photo of a Zoksel, served in a cocktail glass, featuring Crémeux notes. Made with Beer, Root beer, Lemonade, Coca-Cola, 7-Up, Creme de Cassis, Lemon. Instructions: No specific mixing instructions, just poor every ingredient in one glass. The lemon goes with it.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Apello,"Flat lay, vintage speakeasy style. High-quality photo of a Apello, served in a cocktail glass, featuring Fruité, sucré notes. Made with Orange juice, Grapefruit juice, Apple juice, Maraschino cherry. Instructions: Stirr. Grnish with maraschino cherry.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Avalon,"Flat lay, vintage speakeasy style. High-quality photo of a Avalon, served in a cocktail glass, featuring Fruité, sucré notes. Made with Vodka, Pisang Ambon, Apple juice, Lemon juice, Lemonade. Instructions: Fill a tall glass with ice. Layer the Finlandia Vodka, lemon and apple juices, Pisang Ambon, and top up with lemonade. Stir slightly and garnish with a spiralled cucumber skin and a red cherry. The cucumber provides zest and looks attractive. This drink, created by Timo Haimi, took first prize in the 1991 Finlandia Vodka Long Drink Competition.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Radler,"Flat lay, vintage speakeasy style. High-quality photo of a Radler, served in a cocktail glass, featuring Fruité notes. Made with Beer, 7-Up. Instructions: Pour beer into large mug, slowly add the 7-up (or Sprite).. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Diesel,"Flat lay, vintage speakeasy style. High-quality photo of a Diesel, served in a cocktail glass, featuring Fruité notes. Made with Lager, Cider, Blackcurrant cordial. Instructions: Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Paloma,"Flat lay, vintage speakeasy style. High-quality photo of a Paloma, served in a cocktail glass, featuring Fruité notes. Made with Grape Soda, Tequila. Instructions: Stir together and serve over ice.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Limeade,"Flat lay, vintage speakeasy style. High-quality photo of a Limeade, served in a cocktail glass, featuring Acide, sucré notes. Made with Lime, Sugar, Soda water, Lime peel. Instructions: In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Bellini,"Flat lay, vintage speakeasy style. High-quality photo of a Bellini, served in a cocktail glass, featuring Fruité notes. Made with Champagne, Peach schnapps. Instructions: Pour peach purée into chilled flute, add sparkling wine. Stir gently.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Abilene,"Flat lay, vintage speakeasy style. High-quality photo of a Abilene, served in a cocktail glass, featuring Fruité, sucré notes. Made with Dark rum, Peach nectar, Orange juice. Instructions: Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Bramble,"Flat lay, vintage speakeasy style. High-quality photo of a Bramble, served in a cocktail glass, featuring Crémeux, sucré notes. Made with Gin, lemon juice, Sugar syrup, Creme de Mure. Instructions: Fill glass with crushed ice. Build gin, lemon juice and simple syrup over. Stir, and then pour blackberry liqueur over in a circular fashion to create marbling effect. Garnish with two blackberries and lemon slice.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Almeria,"Flat lay, vintage speakeasy style. High-quality photo of a Almeria, served in a cocktail glass, featuring Fruité notes. Made with Dark rum, Kahlua, Egg white. Instructions: In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Old Pal,"Flat lay, vintage speakeasy style. High-quality photo of a Old Pal, served in a cocktail glass, featuring Amer notes. Made with Rye whiskey, Campari, Dry Vermouth. Instructions: Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Thriller,"Flat lay, vintage speakeasy style. High-quality photo of a Thriller, served in a cocktail glass, featuring Fruité, sucré notes. Made with Scotch, Wine, Orange juice. Instructions: In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Brooklyn,"Flat lay, vintage speakeasy style. High-quality photo of a Brooklyn, served in a cocktail glass, featuring Amer, sucré, sucré notes. Made with Rye Whiskey, Dry Vermouth, Maraschino Liqueur, Angostura Bitters, Maraschino Cherry. Instructions: Combine ingredients with ice and stir until well-chilled. Strain into a chilled cocktail glass.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Bluebird,"Flat lay, vintage speakeasy style. High-quality photo of a Bluebird, served in a cocktail glass, featuring Fruité notes. Made with Gin, Triple sec, Blue Curacao, Bitters, Maraschino cherry, Lemon peel. Instructions: In a mixing glass half-filled with crushed ice, combine the gin, triple sec, Curacao, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist and the cherry.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Snowball,"Flat lay, vintage speakeasy style. High-quality photo of a Snowball, served in a cocktail glass, featuring Fruité notes. Made with Advocaat, Lemonade, Lemon, Ice. Instructions: Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Applecar,"Flat lay, vintage speakeasy style. High-quality photo of a Applecar, served in a cocktail glass, featuring Fruité, sucré notes. Made with Applejack, Triple sec, Lemon juice. Instructions: Shake all ingredients with ice, strain into a cocktail glass, and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Godchild,"Flat lay, vintage speakeasy style. High-quality photo of a Godchild, served in a cocktail glass, featuring Fruité notes. Made with Vodka, Amaretto, Heavy cream. Instructions: Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Balmoral,"Flat lay, vintage speakeasy style. High-quality photo of a Balmoral, served in a cocktail glass, featuring Amer, sucré notes. Made with Scotch, Sweet Vermouth, Dry Vermouth, Bitters. Instructions: In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Acapulco,"Flat lay, vintage speakeasy style. High-quality photo of a Acapulco, served in a cocktail glass, featuring Acide, sucré notes. Made with Light rum, Triple sec, Lime juice, Sugar, Egg white, Mint. Instructions: Combine and shake all ingredients (except mint) with ice and strain into an old-fashioned glass over ice cubes. Add the sprig of mint and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
501 Blue,"Flat lay, vintage speakeasy style. High-quality photo of a 501 Blue, served in a cocktail glass, featuring Fruité notes. Made with Blue Curacao, Blueberry schnapps, Vodka, Sour mix, 7-Up. Instructions: Mix equal amounts into a glass with ice.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Alexander,"Flat lay, vintage speakeasy style. High-quality photo of a Alexander, served in a cocktail glass, featuring Crémeux, épicé, épicé notes. Made with Gin, Creme de Cacao, Light cream, Nutmeg. Instructions: Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Algonquin,"Flat lay, vintage speakeasy style. High-quality photo of a Algonquin, served in a cocktail glass, featuring Amer, sucré notes. Made with Blended whiskey, Dry Vermouth, Pineapple juice. Instructions: Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Smut,"Flat lay, vintage speakeasy style. High-quality photo of a Smut, served in a cocktail glass, featuring Fruité, sucré notes. Made with Red wine, Peach schnapps, Pepsi Cola, Orange juice. Instructions: Throw it all together and serve real cold.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Adam,"Flat lay, vintage speakeasy style. High-quality photo of a Adam, served in a cocktail glass, featuring Fruité, sucré, sucré notes. Made with Dark rum, Lemon juice, Grenadine. Instructions: In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Melya,"Flat lay, vintage speakeasy style. High-quality photo of a Melya, served in a cocktail glass, featuring Fruité, sucré notes. Made with Espresso, Honey, Cocoa powder. Instructions: Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Mojito,"Flat lay, vintage speakeasy style. High-quality photo of a Mojito, served in a highball glass, featuring Acide, sucré notes. Made with Light rum, Lime, Sugar, Mint, Soda water. Instructions: Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
